Neighborhood,Units,YearBuilt,SqFt,Borough,ValuePerSqFt
GREENPOINT,16,2005,19916,Brooklyn,82.4
GREENPOINT,16,2005,19916,Brooklyn,82.4
GREENPOINT,24,2005,24221,Brooklyn,87.94
GREENPOINT,24,2006,29021,Brooklyn,96.69
GREENPOINT,15,2006,16680,Brooklyn,87.95
GREENPOINT,22,2004,18146,Brooklyn,86.52
GREENPOINT,51,2006,46869,Brooklyn,96.23
GREENPOINT,62,2005,82265,Brooklyn,91.57
GREENPOINT,48,1900,55337,Brooklyn,84.48
GREENPOINT,54,2006,51554,Brooklyn,90.12
WILLIAMSBURG-EAST,13,2005,13677,Brooklyn,74.14
WILLIAMSBURG-EAST,32,2006,32770,Brooklyn,89.44
WILLIAMSBURG-EAST,24,2008,29704,Brooklyn,89.45
WILLIAMSBURG-EAST,21,2007,25438,Brooklyn,82.4
WILLIAMSBURG-EAST,12,2005,6529,Brooklyn,101.85
WILLIAMSBURG-EAST,12,2005,6373,Brooklyn,105.45
WILLIAMSBURG-EAST,12,2005,7247,Brooklyn,100.18
WILLIAMSBURG-EAST,12,2007,15562,Brooklyn,82.38
WILLIAMSBURG-EAST,8,2004,7474,Brooklyn,77.6
WILLIAMSBURG-EAST,8,2004,7587,Brooklyn,77.63
WILLIAMSBURG-EAST,10,2007,6345,Brooklyn,90.47
WILLIAMSBURG-EAST,14,2007,13819,Brooklyn,82.28
WILLIAMSBURG-EAST,20,2005,25216,Brooklyn,84.47
GREENPOINT,14,1891,16819,Brooklyn,72.83
GREENPOINT,24,2005,14248,Brooklyn,74.96
WILLIAMSBURG-EAST,12,2002,17800,Brooklyn,82.36
WILLIAMSBURG-EAST,10,2005,9082,Brooklyn,98.33
WILLIAMSBURG-EAST,3,2005,478,Brooklyn,62.76
WILLIAMSBURG-EAST,12,2006,16627,Brooklyn,82.4
WILLIAMSBURG-EAST,25,2003,24897,Brooklyn,86.52
WILLIAMSBURG-EAST,17,2004,22417,Brooklyn,82.39
WILLIAMSBURG-EAST,62,2004,52916,Brooklyn,92.81
WILLIAMSBURG-EAST,88,2007,103921,Brooklyn,90.4
WILLIAMSBURG-EAST,16,,14435,Brooklyn,89.02
WILLIAMSBURG-EAST,16,2004,25336,Brooklyn,76.65
WILLIAMSBURG-EAST,16,2006,8496,Brooklyn,90.5
WILLIAMSBURG-EAST,15,2005,16458,Brooklyn,72.49
WILLIAMSBURG-EAST,14,2008,13263,Brooklyn,104.88
WILLIAMSBURG-EAST,8,1920,9500,Brooklyn,57.37
WILLIAMSBURG-EAST,7,,9500,Brooklyn,57.37
WILLIAMSBURG-EAST,30,1900,34727,Brooklyn,84.17
BUSHWICK,16,2006,14500,Brooklyn,69.31
BUSHWICK,15,2009,15091,Brooklyn,82.96
WYCKOFF HEIGHTS,29,,34292,Brooklyn,57.68
WYCKOFF HEIGHTS,15,,12951,Brooklyn,60.15
WYCKOFF HEIGHTS,23,2009,20850,Brooklyn,86
WYCKOFF HEIGHTS,52,2008,63240,Brooklyn,42.39
WYCKOFF HEIGHTS,16,2006,19620,Brooklyn,126.4
EAST NEW YORK,12,1991,15000,Brooklyn,43.33
EAST NEW YORK,15,1991,3750,Brooklyn,43.47
EAST NEW YORK,103,2007,103106,Brooklyn,65.41
EAST NEW YORK,56,1990,52920,Brooklyn,19.78
EAST NEW YORK,552,1990,445921,Brooklyn,26.57
EAST NEW YORK,542,1990,425720,Brooklyn,23.39
FLATBUSH-NORTH,31,2007,27508,Brooklyn,81.1
FLATBUSH-NORTH,16,2004,24834,Brooklyn,34.15
FLATBUSH-EAST,58,,68514,Brooklyn,41.2
FLATBUSH-CENTRAL,55,1930,55638,Brooklyn,39.72
FLATBUSH-CENTRAL,31,1929,32396,Brooklyn,52.75
FLATBUSH-CENTRAL,23,2007,30000,Brooklyn,109.2
FLATBUSH-CENTRAL,15,,14055,Brooklyn,87.16
FLATBUSH-CENTRAL,20,2006,29125,Brooklyn,67.19
FLATBUSH-CENTRAL,12,2007,13252,Brooklyn,81.2
FLATBUSH-CENTRAL,48,1912,63000,Brooklyn,44.21
WINDSOR TERRACE,15,,11425,Brooklyn,106.17
WINDSOR TERRACE,6,2005,4800,Brooklyn,71.46
WINDSOR TERRACE,9,2007,12196,Brooklyn,61.17
WINDSOR TERRACE,35,1990,29983,Brooklyn,63.44
KENSINGTON,59,2006,75797,Brooklyn,56.2
KENSINGTON,26,2002,29800,Brooklyn,57.55
BOROUGH PARK,22,1983,33224,Brooklyn,49.93
BOROUGH PARK,22,1983,33224,Brooklyn,46.2
BOROUGH PARK,12,1982,18993,Brooklyn,61.55
BOROUGH PARK,22,,17751,Brooklyn,52.45
OCEAN PARKWAY-NORTH,3,1930,1859,Brooklyn,46.26
OCEAN PARKWAY-NORTH,8,2005,8340,Brooklyn,88.01
OCEAN PARKWAY-NORTH,44,2008,43528,Brooklyn,93.64
OCEAN PARKWAY-NORTH,15,,14630,Brooklyn,49.97
OCEAN PARKWAY-NORTH,15,2004,16424,Brooklyn,98.03
OCEAN PARKWAY-NORTH,12,2006,11495,Brooklyn,88.39
BOROUGH PARK,26,1927,28960,Brooklyn,55.46
BOROUGH PARK,26,1923,25229,Brooklyn,66.11
BOROUGH PARK,32,1926,70664,Brooklyn,40.93
BOROUGH PARK,28,1927,49800,Brooklyn,41
BOROUGH PARK,48,1927,105996,Brooklyn,33.03
BOROUGH PARK,24,1926,52998,Brooklyn,49.38
BOROUGH PARK,28,,60000,Brooklyn,51.73
BOROUGH PARK,24,2001,52632,Brooklyn,57.93
BOROUGH PARK,14,2006,15300,Brooklyn,98.69
BOROUGH PARK,50,2005,52818,Brooklyn,72.23
BOROUGH PARK,3,1997,6915,Brooklyn,59.29
BOROUGH PARK,3,1998,7098,Brooklyn,59.31
BOROUGH PARK,3,1998,5981,Brooklyn,56.46
BOROUGH PARK,3,1996,5500,Brooklyn,59.27
BOROUGH PARK,3,2003,6400,Brooklyn,68.13
BOROUGH PARK,3,2003,6740,Brooklyn,68.25
BOROUGH PARK,12,2007,18632,Brooklyn,55.66
BOROUGH PARK,26,1923,25868,Brooklyn,30.85
BOROUGH PARK,3,1999,4446,Brooklyn,62.75
BOROUGH PARK,24,2002,46000,Brooklyn,67.09
BOROUGH PARK,16,1929,20044,Brooklyn,56.63
BOROUGH PARK,14,2004,15100,Brooklyn,78.87
BOROUGH PARK,8,2007,9527,Brooklyn,34.74
BOROUGH PARK,14,1983,17040,Brooklyn,47.36
BOROUGH PARK,12,2006,9628,Brooklyn,89.12
BOROUGH PARK,10,2005,8466,Brooklyn,72.64
BOROUGH PARK,12,,29346,Brooklyn,53.43
BOROUGH PARK,25,2007,24422,Brooklyn,146.08
SUNSET PARK,76,1990,64313,Brooklyn,80.01
BAY RIDGE,16,2002,30510,Brooklyn,74.93
BAY RIDGE,10,2005,18745,Brooklyn,62.95
BAY RIDGE,11,1988,8088,Brooklyn,81.73
BAY RIDGE,9,1985,5446,Brooklyn,47.92
BAY RIDGE,24,2004,30793,Brooklyn,81.71
BAY RIDGE,15,1983,10971,Brooklyn,47.94
BAY RIDGE,52,1987,47420,Brooklyn,56.14
BAY RIDGE,18,2008,20790,Brooklyn,90.96
BENSONHURST,5,2006,4312,Brooklyn,86.5
BENSONHURST,21,2005,28750,Brooklyn,86.43
BENSONHURST,28,1920,28800,Brooklyn,43.16
BENSONHURST,65,1939,64800,Brooklyn,37.53
BENSONHURST,19,2003,35700,Brooklyn,68.54
BENSONHURST,23,2002,12559,Brooklyn,86.79
BENSONHURST,8,1997,8991,Brooklyn,92.98
DYKER HEIGHTS,12,1987,9626,Brooklyn,68.36
BATH BEACH,6,2006,10500,Brooklyn,102.95
GRAVESEND,20,1989,20200,Brooklyn,91.73
BATH BEACH,8,2006,7760,Brooklyn,74.61
BATH BEACH,16,1985,14462,Brooklyn,72.88
BATH BEACH,28,1922,18964,Brooklyn,34.74
BATH BEACH,32,2007,36913,Brooklyn,68.35
BATH BEACH,12,2001,15224,Brooklyn,68.51
OCEAN PARKWAY-NORTH,35,2006,52645,Brooklyn,91.97
OCEAN PARKWAY-NORTH,13,2007,25685,Brooklyn,101.11
BOROUGH PARK,6,1999,11269,Brooklyn,68.15
BOROUGH PARK,8,2009,8485,Brooklyn,66.71
BOROUGH PARK,12,2006,11427,Brooklyn,78.41
BOROUGH PARK,14,2006,10670,Brooklyn,82.66
BOROUGH PARK,22,,29596,Brooklyn,53.05
BOROUGH PARK,13,,16153,Brooklyn,48.85
GRAVESEND,10,2005,14986,Brooklyn,77.81
GRAVESEND,8,2005,9417,Brooklyn,69.45
GRAVESEND,23,2003,13257,Brooklyn,77.77
GRAVESEND,11,2005,25487,Brooklyn,69.09
OCEAN PARKWAY-NORTH,16,1926,11800,Brooklyn,47.97
GRAVESEND,9,2005,11042,Brooklyn,69.46
GRAVESEND,19,2005,23777,Brooklyn,76.97
GRAVESEND,24,2006,22602,Brooklyn,69.15
OCEAN PARKWAY-NORTH,64,1941,60600,Brooklyn,33.22
GRAVESEND,21,2004,18571,Brooklyn,76.95
GRAVESEND,14,2005,19216,Brooklyn,77.75
GRAVESEND,10,2004,15519,Brooklyn,62.96
GRAVESEND,24,2008,29330,Brooklyn,92.6
GRAVESEND,14,2002,11525,Brooklyn,84.95
GRAVESEND,28,2003,54201,Brooklyn,76.97
GRAVESEND,31,2005,36431,Brooklyn,76.97
MIDWOOD,18,,27990,Brooklyn,52.66
MIDWOOD,44,1922,44400,Brooklyn,64.93
MIDWOOD,13,2008,21927,Brooklyn,101.11
MIDWOOD,8,2005,7160,Brooklyn,101.4
MIDWOOD,6,,7054,Brooklyn,93.28
MIDWOOD,12,2005,16000,Brooklyn,54.75
MIDWOOD,8,2006,10480,Brooklyn,81.87
MIDWOOD,8,2005,14497,Brooklyn,83.4
MIDWOOD,10,2004,14433,Brooklyn,68.66
MIDWOOD,8,2005,10530,Brooklyn,112.06
MIDWOOD,13,2003,20340,Brooklyn,68.58
MIDWOOD,18,2006,29998,Brooklyn,64.7
MADISON,20,2005,15582,Brooklyn,83.17
MADISON,8,2005,15379,Brooklyn,89.54
MADISON,6,1988,5544,Brooklyn,39.5
MADISON,7,2003,6896,Brooklyn,72.07
MADISON,12,2003,14780,Brooklyn,29.91
MADISON,7,2005,7104,Brooklyn,88.12
MADISON,16,2007,24696,Brooklyn,70.29
MADISON,11,2006,17080,Brooklyn,66.63
MADISON,8,2006,9600,Brooklyn,98.54
MADISON,12,2004,19600,Brooklyn,45.56
MADISON,7,2005,9500,Brooklyn,92.11
GRAVESEND,6,2007,8123,Brooklyn,95.53
GRAVESEND,6,2004,10534,Brooklyn,58
GRAVESEND,110,1965,109200,Brooklyn,42.29
CONEY ISLAND,10,2007,15476,Brooklyn,48.48
GRAVESEND,12,2007,9750,Brooklyn,90.67
OCEAN PARKWAY-SOUTH,20,2006,26264,Brooklyn,75.08
BRIGHTON BEACH,101,1989,87134,Brooklyn,31.56
BRIGHTON BEACH,12,2001,18063,Brooklyn,67.26
BRIGHTON BEACH,34,2006,37636,Brooklyn,108.75
CONEY ISLAND,166,1989,172044,Brooklyn,67.52
CONEY ISLAND,371,1964,842968,Brooklyn,26.04
CONEY ISLAND,35,2007,41128,Brooklyn,78.19
MADISON,8,2001,11504,Brooklyn,72.5
MADISON,10,2004,9906,Brooklyn,72.28
MADISON,21,2006,25009,Brooklyn,93.69
MADISON,21,,23679,Brooklyn,95.36
MADISON,12,,17388,Brooklyn,67.17
MADISON,22,2006,28967,Brooklyn,58.2
MADISON,25,2005,43876,Brooklyn,36.88
MADISON,7,2005,12883,Brooklyn,76.69
MADISON,7,2005,10752,Brooklyn,76.26
MADISON,15,2005,17109,Brooklyn,92
SHEEPSHEAD BAY,8,2007,11778,,58.07
SHEEPSHEAD BAY,27,2007,65764,Brooklyn,65.19
SHEEPSHEAD BAY,14,2005,21306,Brooklyn,67.68
SHEEPSHEAD BAY,20,2004,19032,Brooklyn,60.53
SHEEPSHEAD BAY,72,1957,62370,Brooklyn,78.34
SHEEPSHEAD BAY,62,1961,60072,Brooklyn,47.53
SHEEPSHEAD BAY,12,1988,14100,Brooklyn,58.23
SHEEPSHEAD BAY,9,2004,8745,Brooklyn,92.17
SHEEPSHEAD BAY,16,2005,13078,Brooklyn,133.89
SHEEPSHEAD BAY,,1957,3588,Brooklyn,71.63
SHEEPSHEAD BAY,88,1957,75324,Brooklyn,56.12
SHEEPSHEAD BAY,8,2004,7495,Brooklyn,66.71
SHEEPSHEAD BAY,29,2006,32236,Brooklyn,72.9
SHEEPSHEAD BAY,12,2006,25861,Brooklyn,99.22
MIDWOOD,15,2005,24167,Brooklyn,73.07
CANARSIE,18,1900,24544,Brooklyn,71.34
CANARSIE,12,1985,11402,Brooklyn,46.31
CANARSIE,18,,28308,Brooklyn,73.65
CANARSIE,36,1900,24880,Brooklyn,38.79
CANARSIE,12,1900,15795,Brooklyn,29.88
BERGEN BEACH,208,2005,247998,Brooklyn,73.27
MILL BASIN,20,,17219,Brooklyn,118.53
BRIGHTON BEACH,19,2001,18163,Brooklyn,74.49
BRIGHTON BEACH,14,,15978,Brooklyn,63.09
BRIGHTON BEACH,14,,22446,Brooklyn,63.4
BRIGHTON BEACH,8,2006,8886,Brooklyn,109.95
BRIGHTON BEACH,15,2005,15752,Brooklyn,61.83
BRIGHTON BEACH,10,2004,10951,Brooklyn,91.13
BRIGHTON BEACH,9,2005,11948,Brooklyn,91.14
BRIGHTON BEACH,12,2004,16777,Brooklyn,81.72
BRIGHTON BEACH,116,1988,121107,Brooklyn,81.7
BRIGHTON BEACH,97,1929,98694,Brooklyn,45.69
BRIGHTON BEACH,122,,106627,Brooklyn,26.82
BRIGHTON BEACH,83,1937,61980,Brooklyn,26.62
BRIGHTON BEACH,9,2008,9665,Brooklyn,109.98
BRIGHTON BEACH,102,2000,74256,Brooklyn,195.27
BRIGHTON BEACH,50,,66185,Brooklyn,101.13
BRIGHTON BEACH,50,,72043,Brooklyn,101.12
BRIGHTON BEACH,68,,148512,Brooklyn,77.76
BRIGHTON BEACH,75,2001,146439,Brooklyn,68.54
BRIGHTON BEACH,70,2002,83058,Brooklyn,89.13
BRIGHTON BEACH,48,,65182,Brooklyn,68.55
BRIGHTON BEACH,71,,96838,Brooklyn,94.27
BRIGHTON BEACH,108,2005,152181,Brooklyn,94.27
BRIGHTON BEACH,68,2007,89641,Brooklyn,99.83
BRIGHTON BEACH,112,2002,151508,Brooklyn,94.27
BRIGHTON BEACH,63,,106063,Brooklyn,94.26
BRIGHTON BEACH,118,1961,133505,Brooklyn,28.19
BRIGHTON BEACH,24,2005,26656,Brooklyn,68.88
SHEEPSHEAD BAY,12,2004,11523,Brooklyn,101.1
SHEEPSHEAD BAY,9,2007,10746,Brooklyn,93.24
SHEEPSHEAD BAY,10,2001,14987,Brooklyn,77.8
SHEEPSHEAD BAY,5,2005,6845,Brooklyn,77.87
SHEEPSHEAD BAY,12,2001,18590,Brooklyn,68.53
SHEEPSHEAD BAY,18,2004,37350,Brooklyn,54.81
SHEEPSHEAD BAY,25,1994,16602,Brooklyn,56.32
SHEEPSHEAD BAY,12,2004,15028,Brooklyn,73.33
SHEEPSHEAD BAY,7,2007,8498,Brooklyn,107.32
SHEEPSHEAD BAY,18,2003,19690,Brooklyn,111.73
SHEEPSHEAD BAY,6,,8235,Brooklyn,69.1
SHEEPSHEAD BAY,6,,7610,Brooklyn,101.45
SHEEPSHEAD BAY,14,2006,11844,Brooklyn,101.4
SHEEPSHEAD BAY,15,2003,24371,Brooklyn,101.43
SHEEPSHEAD BAY,21,2005,21660,Brooklyn,101.43
LONG ISLAND CITY,57,2007,53685,Queens,115.12
LONG ISLAND CITY,177,1909,187845,Queens,71.52
LONG ISLAND CITY,184,2008,249920,Queens,124.01
LONG ISLAND CITY,121,2007,113450,Queens,124.28
LONG ISLAND CITY,3,2007,3360,Queens,132.74
LONG ISLAND CITY,35,1955,55421,Queens,51.24
LONG ISLAND CITY,47,2005,62866,Queens,119.91
LONG ISLAND CITY,13,2006,18375,Queens,123.54
LONG ISLAND CITY,132,2008,140166,Queens,123.54
LONG ISLAND CITY,48,2007,58876,Queens,123.53
LONG ISLAND CITY,41,2008,34824,Queens,125.34
LONG ISLAND CITY,43,2007,58500,Queens,123.54
LONG ISLAND CITY,23,2007,36875,Queens,123.53
LONG ISLAND CITY,54,2006,60623,Queens,117.43
LONG ISLAND CITY,72,2007,80874,Queens,116.92
LONG ISLAND CITY,124,2007,141041,Queens,109.15
LONG ISLAND CITY,237,1920,310173,Queens,72.63
SUNNYSIDE,15,2005,15610,Queens,100.9
SUNNYSIDE,39,2006,25035,Queens,92.07
SUNNYSIDE,52,1936,54986,Queens,45.99
SUNNYSIDE,60,1936,58926,Queens,44.62
SUNNYSIDE,93,1930,69337,Queens,46.58
SUNNYSIDE,88,1936,70260,Queens,47.52
SUNNYSIDE,64,1938,59920,Queens,50.58
SUNNYSIDE,31,2006,32825,Queens,112.23
SUNNYSIDE,30,1988,27636,Queens,55.15
SUNNYSIDE,47,1939,42000,Queens,46.36
LONG ISLAND CITY,64,2006,64957,Queens,121.59
LONG ISLAND CITY,44,2007,32057,Queens,10.66
LONG ISLAND CITY,39,1931,52053,Queens,55.9
LONG ISLAND CITY,66,2004,66590,Queens,137.78
LONG ISLAND CITY,121,2007,124347,Queens,127.03
LONG ISLAND CITY,26,2005,25938,Queens,125.22
LONG ISLAND CITY,25,2007,30480,Queens,119.85
ASTORIA,7,,5624,Queens,140.83
ASTORIA,73,2006,71589,Queens,108.77
ASTORIA,10,2004,6778,Queens,106.67
ASTORIA,11,2006,6920,Queens,108.24
ASTORIA,29,2006,24480,Queens,121.53
ASTORIA,57,2006,19588,Queens,106.09
ASTORIA,18,2005,18833,Queens,83.26
ASTORIA,27,2006,30386,Queens,110.58
ASTORIA,35,2009,28564,Queens,111.22
ASTORIA,30,2006,26598,Queens,111.06
ASTORIA,15,2008,11282,Queens,105.74
ASTORIA,26,2008,28100,Queens,96.8
ASTORIA,33,2008,37111,Queens,103.96
ASTORIA,85,1932,61600,Queens,58.46
ASTORIA,30,2006,18292,Queens,97.86
ASTORIA,88,1937,67704,Queens,56.7
ASTORIA,125,1963,99600,Queens,58.86
ASTORIA,74,1950,55000,Queens,54
ASTORIA,11,2007,8320,Queens,88.22
ASTORIA,81,1957,82760,Queens,54.86
ASTORIA,18,2008,16125,Queens,105.08
ASTORIA,10,2007,9767,Queens,114.57
ASTORIA,24,2007,10450,Queens,112.82
ASTORIA,19,2005,14723,Queens,95.23
ASTORIA,201,1910,194780,Queens,107.04
ASTORIA,32,1992,34650,Queens,59.37
ASTORIA,618,1932,430000,Queens,56.29
ASTORIA,8,2006,7245,Queens,98
ASTORIA,18,2006,15410,Queens,96.56
ASTORIA,32,1994,17250,Queens,81.86
ASTORIA,405,1989,372700,Queens,74.75
JACKSON HEIGHTS,16,1929,14361,Queens,46.26
JACKSON HEIGHTS,150,1929,134944,Queens,46.22
JACKSON HEIGHTS,70,1929,63140,Queens,46.17
JACKSON HEIGHTS,34,1929,31445,Queens,46.18
JACKSON HEIGHTS,48,1929,39804,Queens,46.15
JACKSON HEIGHTS,92,1929,83680,Queens,46.27
JACKSON HEIGHTS,70,1929,58333,Queens,46.2
JACKSON HEIGHTS,75,1929,64422,Queens,46.27
JACKSON HEIGHTS,204,1929,174093,Queens,46.25
JACKSON HEIGHTS,257,1952,254910,Queens,44.85
WOODSIDE,18,2008,20291,Queens,96.73
JACKSON HEIGHTS,96,1939,128050,Queens,44.45
JACKSON HEIGHTS,41,1939,50996,Queens,44.67
JACKSON HEIGHTS,96,1942,120000,Queens,48.31
JACKSON HEIGHTS,52,1937,66083,Queens,47.11
JACKSON HEIGHTS,214,1964,214300,Queens,55.44
JACKSON HEIGHTS,57,1937,64010,Queens,31.39
WOODSIDE,16,2008,11126,Queens,112.44
WOODSIDE,16,1986,15633,Queens,71.77
ELMHURST,16,1988,12682,Queens,47.97
ELMHURST,20,1991,16000,Queens,54.86
ELMHURST,12,1987,7591,Queens,62.18
WOODSIDE,68,1992,45000,Queens,53.53
WOODSIDE,63,1986,62254,Queens,59.55
WOODSIDE,24,2005,20298,Queens,77.25
WOODSIDE,28,2005,19625,Queens,93.4
ELMHURST,30,2006,22926,Queens,118.9
JACKSON HEIGHTS,89,1951,73800,Queens,53.04
JACKSON HEIGHTS,52,1929,60900,Queens,48.05
JACKSON HEIGHTS,60,1928,49392,Queens,47.88
JACKSON HEIGHTS,88,1927,82000,Queens,51.79
JACKSON HEIGHTS,62,2006,46128,Queens,70.69
ELMHURST,58,2008,44941,Queens,110.37
ELMHURST,12,2004,22574,Queens,106.85
ELMHURST,22,1987,20652,Queens,54.81
ELMHURST,65,1937,51890,Queens,55.75
ELMHURST,9,1994,6295,Queens,57.67
ELMHURST,82,1939,84057,Queens,43.33
ELMHURST,8,2008,7500,Queens,160.18
ELMHURST,144,1954,144300,Queens,46.24
ELMHURST,86,1932,90930,Queens,47.63
ELMHURST,147,1960,115364,Queens,46.25
ELMHURST,114,1989,130980,Queens,66.94
ELMHURST,88,1939,85702,Queens,45.23
ELMHURST,20,2002,20510,Queens,74.5
ELMHURST,14,2003,13560,Queens,80.6
ELMHURST,17,2009,14767,Queens,80.45
ELMHURST,26,2005,25499,Queens,74.9
ELMHURST,24,1988,19769,Queens,59.54
ELMHURST,75,1980,105000,Queens,49.22
ELMHURST,22,1980,27450,Queens,52.09
ELMHURST,42,2006,54852,Queens,94.4
ELMHURST,8,2006,9563,Queens,114.5
ELMHURST,8,1998,8610,Queens,78.28
ELMHURST,18,2010,19060,Queens,120.36
ELMHURST,14,2006,8400,Queens,103.33
CORONA,12,1987,9424,Queens,55.79
CORONA,8,1988,4900,Queens,71.02
CORONA,8,,4900,Queens,67.96
CORONA,10,2004,9850,Queens,74.82
CORONA,12,2006,10000,Queens,108.7
CORONA,27,2006,18569,Queens,107.22
CORONA,33,2007,20329,Queens,117.66
CORONA,15,2008,11288,Queens,117.12
CORONA,16,2005,14000,Queens,117.64
CORONA,15,2006,11925,Queens,82.28
CORONA,,2005,78190,Queens,107.32
CORONA,24,2002,21312,Queens,63.49
CORONA,18,2008,24344,Queens,120.32
ELMHURST,74,1959,64938,Queens,38.62
ELMHURST,14,2008,9996,Queens,95.14
ELMHURST,100,1986,104150,Queens,47.95
ELMHURST,14,1989,8807,Queens,57.57
ELMHURST,8,1990,6863,Queens,54.35
ELMHURST,77,1964,72000,Queens,55.56
ELMHURST,20,2004,22536,,95.18
ELMHURST,9,1988,7341,Queens,53.94
ELMHURST,9,1990,7124,Queens,65.41
ELMHURST,66,1961,75780,Queens,47.9
ELMHURST,132,1961,151162,Queens,43.19
ELMHURST,264,1961,302236,Queens,12.01
ELMHURST,66,1961,75693,Queens,47.96
CORONA,10,2008,12000,Queens,110
CORONA,40,2004,35706,Queens,114.38
CORONA,29,1992,25040,Queens,54.31
CORONA,24,2004,16136,Queens,111.49
REGO PARK,112,1985,137200,Queens,57.64
REGO PARK,206,1988,190498,Queens,44.52
REGO PARK,73,1992,51254,Queens,54.94
REGO PARK,32,1999,30520,Queens,72.35
REGO PARK,546,1952,460765,Queens,73.76
REGO PARK,139,1949,132000,Queens,44.98
REGO PARK,22,2006,54420,Queens,115.67
REGO PARK,489,1952,418980,Queens,41.29
REGO PARK,157,1959,148800,Queens,52.54
FOREST HILLS,105,2006,159968,Queens,111.5
FOREST HILLS,12,2009,10580,Queens,133.93
FOREST HILLS,20,1951,22736,Queens,54.45
FOREST HILLS,103,1955,119194,Queens,58.67
FOREST HILLS,73,1960,57269,Queens,54.93
FOREST HILLS,120,1966,144310,Queens,47.95
FOREST HILLS,226,1991,282298,Queens,81.65
FOREST HILLS,8,1990,5480,Queens,75.73
FLUSHING MEADOW PARK,28,1990,32000,Queens,58.59
WOODSIDE,122,1998,132550,Queens,79.54
MASPETH,17,1987,17400,Queens,46.21
ELMHURST,14,1990,14013,Queens,79.93
ELMHURST,30,2004,24285,Queens,112.21
ELMHURST,62,1962,51341,Queens,47.99
ELMHURST,15,2007,12060,Queens,117.99
ELMHURST,12,1988,11782,Queens,45.49
MASPETH,10,1988,9214,Queens,52.85
MASPETH,11,1987,9765,Queens,57.14
MASPETH,37,1987,35316,Queens,57.11
ELMHURST,13,1989,10170,Queens,56.44
ELMHURST,20,1986,20679,Queens,57.84
ELMHURST,25,1987,20333,Queens,55.08
ELMHURST,9,1987,8100,Queens,55.82
ELMHURST,16,1990,12700,Queens,54.72
ELMHURST,19,1998,10770,Queens,76.79
ELMHURST,15,2002,12234,Queens,82.97
MIDDLE VILLAGE,46,2007,38062,Queens,124.01
ELMHURST,8,1988,7374,Queens,62.52
ELMHURST,21,2006,18328,Queens,111.41
MIDDLE VILLAGE,12,1985,13338,Queens,57.13
MIDDLE VILLAGE,16,2007,9742,Queens,134.26
MIDDLE VILLAGE,12,1985,11160,Queens,55.79
MIDDLE VILLAGE,49,1987,50670,Queens,54.92
MIDDLE VILLAGE,28,1987,31080,Queens,61.23
MIDDLE VILLAGE,18,1987,18696,Queens,61.17
REGO PARK,21,2001,40000,Queens,97.08
REGO PARK,42,1960,26118,Queens,56.86
REGO PARK,5,1966,4234,Queens,57.86
REGO PARK,6,1966,5083,Queens,57.84
REGO PARK,6,1966,5083,Queens,57.84
REGO PARK,56,1961,39840,Queens,53.36
REGO PARK,68,1961,23531,Queens,53.38
REGO PARK,67,1941,63693,Queens,46.83
REGO PARK,36,1955,23172,Queens,54.94
REGO PARK,64,1941,66324,Queens,46.83
REGO PARK,78,1988,67502,Queens,68.87
REGO PARK,164,1952,149558,Queens,55.3
REGO PARK,66,1939,63000,Queens,52.95
REGO PARK,67,1941,63998,Queens,49.85
REGO PARK,64,1941,71316,Queens,53.99
REGO PARK,31,1964,26930,Queens,57.59
REGO PARK,98,1991,145717,Queens,55.79
REGO PARK,33,2007,22930,Queens,142.83
FOREST HILLS,162,1965,181853,Queens,59.52
FOREST HILLS,58,1932,38582,Queens,66.79
FOREST HILLS,95,2004,108788,Queens,112.07
FOREST HILLS,69,1938,71210,Queens,57.28
FOREST HILLS,66,1942,93800,Queens,53.94
KEW GARDENS,75,1956,65990,Queens,51.17
KEW GARDENS,39,2004,42795,Queens,95.81
KEW GARDENS,30,2001,38000,Queens,80.16
KEW GARDENS,59,2005,52033,Queens,113.02
KEW GARDENS,41,2002,35180,Queens,103.41
FOREST HILLS,88,1987,115082,Queens,57.64
FOREST HILLS,95,1938,84954,Queens,56.11
FOREST HILLS,39,1939,31511,Queens,53.76
FOREST HILLS,59,1971,51376,Queens,57.6
KEW GARDENS,83,1923,104492,Queens,47.75
KEW GARDENS,108,1951,66880,Queens,47.83
KEW GARDENS,377,1960,419528,Queens,57.67
RIDGEWOOD,44,1995,59400,Queens,45.52
RIDGEWOOD,17,2002,12607,Queens,96.85
RIDGEWOOD,12,1987,10021,Queens,50.49
GLENDALE,64,1990,58586,Queens,64.28
GLENDALE,12,1988,9969,Queens,52.06
GLENDALE,50,1903,54954,Queens,55.85
GLENDALE,28,,20320,Queens,47.49
COLLEGE POINT,33,2002,30185,Queens,94.45
COLLEGE POINT,8,1986,6901,Queens,47.67
COLLEGE POINT,15,1983,11076,Queens,53.03
FLUSHING-NORTH,16,2007,14400,Queens,113.19
FLUSHING-NORTH,23,1990,22528,Queens,54.78
FLUSHING-NORTH,34,2007,38616,Queens,123.72
FLUSHING-NORTH,20,2006,18668,Queens,83.99
FLUSHING-NORTH,20,2005,15422,Queens,113.15
FLUSHING-NORTH,10,2007,13008,Queens,113.16
FLUSHING-NORTH,32,2007,40800,Queens,109.19
FLUSHING-NORTH,60,2007,60201,Queens,110.02
WHITESTONE,49,2006,39140,Queens,97.83
