Type,Alcohol,Malic_Acid,Ash,Ash_Alcalinity,Magnesium,Total_Phenols,Flavanoids,Nonflavanoid_Phenols,Proanthocyanins,Color_Intensity,Hue,OD280_OD315,Proline
A,13.9,2.44,3.3,18.92,89.72,3.1,3.87,1.27,2.4,6.83,1.29,3.97,1391.06
A,13.99,2.48,2.99,17.27,97.74,3.22,4.32,0.72,3.4,6.38,2.04,3.01,1411.13
A,14.03,2.49,2.96,16.51,91.02,3.08,3.49,0.63,2.22,7.11,1.38,3.35,1479.02
A,14.02,2.1,3.23,18,89.22,2.66,3.48,0.9,3.23,7.24,1.52,4.14,1516.37
A,14.15,2.59,2.56,17.94,90.26,3.23,4.05,0.53,3.25,6.07,1.74,3.4,1461.46
A,14.16,2.21,3,17.19,89.67,3.26,4.31,0.79,2.26,5.89,1.86,4.22,1494.74
A,14.7,2.55,3.21,18.3,94.73,3.2,3.41,0.83,3.2,6.21,1.95,3.64,1512.76
A,13.98,2.39,2.72,16.1,90.86,3.36,4.13,0.77,2.7,7.13,1.39,4.73,1501.9
A,15.06,1.97,2.62,12.89,91.12,3.37,5.48,0.62,3.25,5.97,1.42,2.84,1241.03
A,15.66,2.65,3.33,13.38,91.05,4.03,5.21,0.97,3.89,5.42,1.28,3.82,1238.03
A,15.34,1.97,3.23,12.85,92.96,3.9,4.2,1.04,3.43,7.97,1.45,2.97,1309.22
A,15.03,2.24,3.28,14.28,98.5,3.51,4.61,0.52,4.59,7.37,2.18,3.02,1250.12
A,15.01,2.18,2.42,14.35,98.28,3.32,4.82,0.96,4.07,8.24,1.31,4.68,1317.34
A,15.44,2.65,2.45,13.65,95.28,3.83,4.06,0.43,3.16,6.06,2.08,2.75,1277.23
A,15.69,2.24,2.71,11.63,96.16,3.89,5.12,0.79,4.58,8.36,1.58,4.01,1164.52
A,15.33,2.67,2.47,12.75,95.44,3.89,3.88,1.18,3.23,6.99,1.91,4.26,1236.17
A,14.94,2.7,2.68,12.26,96.57,3.43,5.58,1.43,4.33,8.27,1.45,4.52,1212.67
A,15.36,2.17,3.35,11.79,97.67,3.49,4.63,1.29,3.51,6.05,1.44,3.59,1185.8
A,14.89,2.13,3.25,11.58,98.56,4.03,3.8,1.32,4.13,7.01,2.2,2.98,1183.82
A,15.38,2.12,2.43,11.47,91.62,3.87,4.05,0.87,2.99,6.79,1.71,2.73,1232.53
A,15.15,1.87,3.24,13.86,95.05,3.5,5.19,1.35,3.43,7.07,2.18,4.07,1305.56
A,15.36,2.21,3.23,12.22,96.68,3.15,3.86,0.52,4.42,7.4,1.38,3.26,1223.66
A,15.16,1.94,3.25,12.47,92.11,3.85,5.15,1.4,4.67,7.48,2.04,3.65,1345.54
A,15.1,1.74,3.31,12.44,93.35,3.83,4.04,1.15,3.15,8.12,1.44,3.44,1325.57
A,14.99,1.8,2.76,11.54,97.5,3.63,3.86,1.26,3.07,7.67,1.74,2.91,1236.66
A,14.98,2.15,3.02,13.13,95.59,3.69,4.46,0.59,4.34,7.64,1.82,3.82,1218.27
A,15.66,2.54,3.38,14.08,97.47,3.43,5.41,1.14,4.04,8.22,2.15,3.63,1225.38
A,15.3,2.62,2.6,13.46,99.29,3.25,5.52,0.75,3.99,7.43,1.85,4.6,1256.78
A,14.67,2.79,3.02,13.97,103.94,4.25,4.57,1.12,2.97,10.16,1.97,4.55,1591.13
A,15.27,2.78,2.42,13.09,106.75,3.36,5.5,1.16,3.44,7.71,1.99,3.97,1677.91
A,15.31,2.54,3.33,13.32,111.29,3.36,5.13,0.55,3.39,9.76,1.36,4.6,1618.53
A,14.4,2.09,2.91,14.97,102.27,4.07,4.57,0.99,3.51,8.66,1.26,3.45,1692.92
A,14.47,2.73,3.2,12.12,105,3.44,4.34,1.28,3.1,10.22,1.49,4.46,1702.33
A,15.19,2.41,3.22,14.53,108.68,3.33,4.15,0.97,3.09,9.79,2.05,4.34,1722.21
A,14.44,2.68,3.36,13.98,104.64,3.53,5.29,0.62,3.12,7.66,2.08,4.36,1712.54
A,14.52,1.99,3.05,14.04,107.58,4.06,5.6,0.53,4.29,9.16,1.81,4.25,1643.97
A,14.64,2.37,3,12.57,107.87,4.06,4.86,0.41,4.58,9.95,1.69,3.94,1672.36
A,15.12,2.31,3.16,13.82,109.97,4.18,3.69,0.62,3.37,7.88,2.17,3.27,1603.56
A,15.12,2.01,2.52,14.09,109.04,3.37,4.43,0.75,4.54,9.48,2.03,4.82,1548.61
A,15.34,2.5,2.59,13.72,102.13,4.28,4.66,1.14,4.73,7.54,1.51,4.39,1736.84
A,14.38,1.88,3.37,14.78,103.58,3.83,4.26,0.91,3.04,10.4,1.63,4.08,1614.86
A,14.5,2.56,2.75,12.24,108.34,4.26,3.91,0.96,3.34,9.81,1.23,3.74,1641.25
A,14.88,2.16,2.96,12.95,106.71,3.41,5.53,0.62,4.93,7.57,1.82,3.14,1672.08
A,15.15,2.04,2.76,14.1,105.19,4.29,5.04,0.93,3.81,8.34,1.55,4.14,1736.26
A,14.45,1.9,2.42,13.26,110.16,3.35,5.27,0.34,4.7,7.81,1.74,4.38,1568.54
A,14.94,2.28,2.43,14.95,102.7,4.21,3.81,0.44,3.57,9.56,2.05,3.38,1696.26
A,14.72,2.35,2.66,13.02,105.82,4.17,4.39,0.55,4.42,9.55,1.77,3.29,1688.37
A,14.5,2.44,3.38,14.44,110.54,3.57,5.39,0.52,4.74,8.93,2.03,4.33,1623.55
A,14.07,2.22,3.29,17.87,118.67,3.45,4.06,1.28,3.27,8.02,1.56,4.85,1487.32
A,14.05,2.12,2.85,18.39,120.28,3.28,3.66,0.53,2.4,8.43,1.8,3.49,1371.69
A,14.2,1.9,2.79,20.09,112.74,3.04,3.56,0.85,2.12,7.95,2.2,2.95,1369.8
A,14.24,2.71,3.16,19.49,112.41,3.45,4.52,1.27,1.63,9.02,1.75,3.15,1496.5
A,13.81,2.05,2.91,17.93,120.07,3.02,2.98,1.19,1.81,9.97,1.32,4.51,1386.18
A,13.79,1.99,2.78,17.89,121.69,3.55,4.4,0.46,2.32,9.18,1.43,2.9,1355.48
A,14.37,2.77,3.05,18.22,116.06,3.44,3.05,1.18,2.53,9.68,2.16,4.78,1493.27
A,14.06,2.4,3.09,19.83,112.67,3.34,4.64,0.46,2.93,7.87,1.88,3.15,1477.9
A,13.72,2.79,3.55,19.6,119.26,3.16,3.69,0.68,2.78,9.66,1.75,3.92,1443.81
A,14.11,1.85,3.15,19.31,118.4,2.96,4.56,0.41,2.86,8.15,1.79,2.91,1466.94
A,14.12,2.45,2.86,18.96,119.69,3.58,3.65,0.42,2.71,10.19,1.56,3.97,1475.92
A,13.99,2.57,3.63,18.27,119.28,3.75,2.98,1.23,1.88,9.82,2.08,3.83,1442.27
A,14.39,2.45,3.26,17.77,116.16,3.34,4.21,1.12,1.52,7.52,1.84,3.83,1428.81
A,13.65,1.84,3.3,17.35,114.9,3.29,3.32,0.36,2.18,7.88,2,3.88,1317.05
A,13.73,2.47,3.26,18.64,121.18,3.17,4.71,1.16,1.96,9.57,1.84,2.97,1385.34
A,14.16,2.25,3.27,18.13,120.92,3.6,4.55,0.71,2.27,8.39,2.15,4.62,1508.67
A,14.1,1.96,2.91,18.03,115.6,3.35,2.94,1.21,3.24,9.17,1.78,4.44,1334.1
A,13.94,2.54,2.71,19.51,112.72,3.27,4.31,0.72,3.29,8.18,1.7,4.4,1387.36
A,13.67,2.34,3.34,19.86,120.87,3.81,3.66,1.28,1.48,7.46,2.27,3.17,1436.49
A,13.86,1.88,3.3,20.17,117.74,3.85,3.61,1.23,1.74,8.76,1.61,3.33,1426.48
A,15.1,2.47,2.74,21.39,124.92,3.32,4.76,0.89,2.3,6.59,1.12,3.41,1421.42
A,14.55,2.75,3.11,22.29,120.27,3.2,4.65,0.65,2.64,7.74,1.3,2.79,1294.4
A,14.94,2.42,3.46,22.23,120.45,2.82,3.94,0.65,3.5,8.08,1.5,4.26,1327.49
A,15,2.71,3.11,22.56,120.44,3.49,3.42,0.79,2.2,8.17,1.25,3.49,1435.13
A,14.89,2.03,3.59,20.21,126.66,3.34,4.65,0.54,2.62,7.63,1.66,3.5,1444.9
A,14.95,2.21,3.65,22.11,120.85,3.15,4.75,0.68,2.45,8.91,2.02,3.5,1338.3
A,15.01,2.66,3.43,21.07,128.52,3.71,4.26,0.61,3.7,7.97,1.12,4.23,1290.5
A,14.56,2.9,2.82,21.35,129.59,3.78,4.01,0.96,3.91,6.69,1.35,3.7,1454.33
A,15.19,2.14,2.93,21.87,126.27,3.76,3.92,1.27,3.73,8.5,1.36,4.17,1314.11
A,14.91,2.8,3.51,20.91,126.37,3.68,4.76,1.12,3.19,7.29,1.58,3.02,1397.11
A,14.89,2.42,3.07,21.37,120.9,3.76,4.58,0.92,3.37,7.29,1.58,4,1400.39
A,14.61,2.74,3.24,20.68,129.18,3.25,4.66,0.42,2.42,8.91,1.18,4.32,1471.44
A,15.13,2.6,3.52,21.29,125.52,2.93,4.11,0.83,3.88,6.42,1.19,3.67,1344.89
A,14.91,2.64,3.63,22.62,122.84,3.09,3.65,0.73,2.59,8.55,1.35,2.95,1328.37
A,14.77,2.49,3.36,22.43,129.55,3.37,3.72,0.64,3.66,8.23,2.02,3.43,1414.04
A,14.85,2.74,3.06,22.11,123.95,2.82,4.51,0.97,3.54,8.28,1.79,3.26,1360.83
A,15.11,2.37,3.29,21.64,120.56,3.75,4.91,0.86,3.71,6.54,1.27,3.1,1459.14
A,14.95,2.15,3.25,22.12,120.94,3.49,4.07,0.69,3.21,8.6,1.29,4.64,1296.23
A,14.7,2.13,3.19,22.47,120.3,3.4,4.96,1.27,2.95,8.72,1.27,2.98,1344.24
A,14.92,1.98,2.88,21.58,124.59,3.03,4.1,0.94,1.99,7.91,1.54,2.66,1350.79
A,14.11,1.62,3.03,21.36,123.63,3.41,4.04,0.96,1.89,8.55,1.38,3.92,1169.59
A,14.61,1.81,3.27,22.04,120.58,3.08,4.85,0.55,2.85,6.67,1.69,3.42,1262.17
A,13.86,1.84,3.36,20.02,122.77,3.09,3.74,0.92,3.39,8.74,1.69,3.86,1288.86
A,14.39,2.43,2.94,21.34,119.66,3.68,4.87,1.3,2.68,8.44,1.53,3.32,1223.27
A,14.24,2.12,3.29,22.16,115.44,3.08,5.18,1.4,3.25,8.08,1.36,2.95,1241.15
A,14.51,1.72,3.58,22.64,115.82,3.84,4.11,0.97,3.23,7.86,2.01,3.4,1158.85
A,14.05,1.83,3.48,20.48,118.08,3.05,4.09,0.49,2.7,7.29,1.44,4.07,1212.14
A,14.69,1.8,2.94,21.18,116.87,3.88,5.28,0.83,2.26,8.29,1.68,3.42,1200.18
A,14.14,1.65,2.98,21.39,118.1,3.51,4.3,0.57,2.97,8.99,1.64,3.77,1278.14
A,14.43,1.93,2.65,21.65,116.55,3.53,4.23,1.26,2.1,9.5,1.29,3.12,1183.16
A,14.22,2.3,3.48,21.69,119.23,3.33,4.41,0.5,2.93,9.32,1.82,3.11,1162.03
A,14.79,2.41,3.07,22.29,120.08,3.06,3.78,0.69,2.57,7.86,1.9,2.84,1205.68
A,14.5,2.49,3.1,22.18,122.17,3.83,4.44,0.94,1.81,9.37,1.86,2.59,1283.31
A,14.6,1.66,2.99,22.42,118.26,3.55,4.66,1.34,2.08,7.72,1.97,4.29,1195.69
A,14.63,2.17,2.95,21.97,117.57,3.49,3.43,1.19,3.39,7.64,1.37,3.97,1310.74
A,13.88,2.2,3.17,22.43,116.04,3.54,5.11,1.34,2.6,8.47,1.27,4.01,1291.4
A,14.12,2.35,2.62,20.89,121.2,3.62,3.8,0.5,2.73,7.83,1.44,3.81,1160.63
A,14.34,1.77,3.04,20.45,120.07,3.01,5.18,0.88,1.88,9.31,1.63,3.54,1325.48
A,14.79,1.82,2.68,20.47,121.39,3.31,4.16,0.46,3.48,6.7,1.64,2.71,1308.77
A,14.81,2.08,2.7,22.81,120.33,3.3,4.8,1.14,3.34,9.02,1.34,2.67,1233.05
A,14.85,1.61,3.3,18.26,116.2,3.72,5.76,0.72,3.55,10.5,1.87,3.48,1841.73
A,14.7,1.89,3.05,18.41,114.07,3.47,4.38,0.47,2.54,9.62,2.05,4.23,1744.04
A,14.44,2.29,2.52,17.85,111.37,3.6,5.16,0.53,2.99,9.45,1.24,4.7,1690.37
A,14.22,2.04,2.76,17.86,108.64,4.11,5.73,0.82,3.52,10.78,2.02,4.23,1869.5
A,14.95,2.04,2.78,17.71,116.58,4.14,4.21,0.34,2.07,8.89,1.53,3.03,1828.68
A,14.22,2.15,2.81,19.31,113.08,4.29,5.33,0.63,2.92,11.25,2.19,3.43,1767.12
A,14.94,2.45,2.58,18.24,109.33,3.61,4.21,0.94,2.02,8.74,1.53,3.26,1809.32
A,14.94,2.08,3.14,17.27,112.12,3.54,5.62,1.12,3.65,10.89,2.01,3.27,1680.16
A,14.67,2.21,3.24,17.88,113.27,3.82,5.78,0.67,3.19,11.15,2.02,3.8,1756.65
A,15.18,2.53,3.45,18.24,117.3,3.33,5.62,1.16,3.78,10.9,1.32,3.59,1714.47
A,15.09,1.87,3.26,18.03,116.8,3.52,4.69,0.86,2.25,9.44,1.46,4.11,1807.17
A,14.45,2.38,3.46,18.54,108.41,3.52,5.23,0.79,2.25,10.12,1.26,3.81,1700.05
A,15.11,2.23,3.21,17.84,114.99,3.87,4.85,1.31,3.54,9.37,1.7,4.7,1773.9
A,14.22,1.66,2.54,19.47,115.56,3.41,5.48,1.24,2.6,9.37,1.39,3.47,1741.8
A,14.37,1.71,3.07,16.53,112.26,4.25,5.87,0.74,3.71,9.61,2.02,3.98,1858.31
A,14.6,2.1,2.52,17.16,108.68,3.54,5.16,1.23,3.29,10.99,1.84,3.67,1735.44
A,14.23,2.34,3.41,18.71,115.91,3.75,5.4,0.83,1.89,8.84,1.41,4.09,1868.33
A,14.42,2.11,3.14,17.28,112.28,3.63,5.77,0.67,3.82,11.1,1.94,3.53,1695.57
A,14.76,2.33,3.25,18.81,114.4,3.38,4.43,0.96,2.05,10.44,2.15,3.51,1699.07
A,14.96,1.85,3.47,19.39,114.04,3.59,4.74,0.55,2.61,11.67,1.29,3.62,1801.79
A,13.89,3.49,3.29,16.21,123.86,2.97,4.21,0.81,2.78,6.26,1.35,3.93,885.56
A,13.77,3.96,3.05,16.25,121.4,3.57,3.96,0.52,3.53,7.51,1.47,4.03,920.82
A,14.18,4.03,3.46,17.21,118.06,3.44,3.66,0.46,1.99,5.76,0.97,4.37,981.86
A,13.68,3.45,2.68,15.62,116.02,3.26,4.51,0.18,2.5,5.36,1.65,4.01,909.45
A,13.88,4.01,3.03,16.93,117.15,3.38,3.54,0.67,2.27,7.19,1.8,4.07,1013
A,14.21,4,3.52,16.39,117.1,2.76,3.9,0.78,1.97,6.16,1.93,5.13,931.13
A,14.36,3.18,3.33,16.63,119.15,2.93,4.25,0.75,1.95,8.08,1.37,3.37,982.07
A,14.48,3.24,3.5,18.19,117.71,2.71,3.64,0.5,2.67,6.21,1.92,5.07,1035.82
A,14.18,4.03,2.75,17.59,116.97,2.82,3.84,0.19,3.25,7.59,1.7,3.67,1015
A,14.53,3.27,2.74,17.05,119.34,3.36,4.33,0.3,1.92,5.33,1.2,5.12,979.34
A,14.28,3.76,2.95,16.19,121.19,2.77,3.09,1.08,2.32,7.38,1.36,4.78,986.71
A,14.49,4.01,2.64,17.01,124.36,3.27,4.27,0.59,1.89,7.34,1.24,4.48,890.27
A,14.64,3.17,2.57,17.65,119.16,3.04,3.31,0.59,3.01,5.22,1.61,4.13,883.99
A,14.34,3.14,2.85,17.99,120.81,3.27,4.89,0.51,3.28,7.01,1.74,3.41,1013.85
A,14.42,4.09,3.05,17.76,122.52,3,4.28,0.39,2.86,6.36,1.1,3.56,923.41
A,14.47,3.67,3.34,16.72,118.26,2.96,3.78,0.69,3.28,6.54,1.66,3.61,1033.85
A,14.48,3.36,3.21,16.29,124.65,3.03,3.44,0.53,3.18,6.49,1.41,4.67,880.39
A,14.64,3.61,3.54,17.65,121.6,3.01,3.62,0.4,2.29,5.94,1.95,5.17,903.85
A,13.8,3.87,3.38,17.72,117.69,3.44,3.22,0.86,1.94,5.38,1.25,4.77,935.6
A,14.17,3.37,3.54,17.2,118.78,3.32,4.43,1.12,2.56,5.36,1.52,4.76,994.41
A,14.27,2.51,2.92,18.24,130.34,3.35,5.05,0.46,2.21,7.37,1.47,5.09,979.1
A,14.51,1.72,2.56,18.25,126.72,3.49,4.26,0.46,3.11,8.31,1.92,4.37,916.47
A,14.15,2.07,2.67,16.67,131.96,3.01,4.34,0.6,3.18,8.3,1.98,4.66,887.61
A,15,2.23,2.79,18.73,134.43,3.11,5.15,0.7,2.36,8.45,2.06,4.92,948.4
A,14.47,2.33,2.67,18.03,132.23,3.66,3.56,0.32,2.77,6.04,1.11,4.11,955.61
A,14.13,2.31,2.87,18.66,135.61,3.37,3.78,0.97,2.26,5.72,1.2,5.41,782.88
A,14.96,2.3,2.5,17.55,129.66,3.74,5.07,1.2,3.05,8.11,1.13,4.45,828.33
A,14.67,2.52,2.98,18.45,133.71,3.41,3.77,0.26,2.63,5.97,1.67,5.62,857.81
A,14.35,1.8,3.07,18.81,127.72,3.72,4.77,0.68,2.12,6.5,2,4.76,854.85
A,14.95,1.82,2.38,17.34,134.78,3.68,3.75,0.37,2.51,6.53,1.47,4.03,799.62
A,14.64,2.46,3.18,18,133.42,3.92,4.03,0.68,3.66,6.73,1.45,4.2,830.67
A,14.23,2.09,2.79,17.65,126.57,3.88,4.15,0.68,2.42,7.71,1.42,3.97,826.39
A,14.89,1.79,2.31,17.79,127.88,3.4,4.11,0.34,3.76,5.78,1.86,4.38,916.26
A,14.11,2.16,2.92,18.64,130.47,3.51,4.52,0.76,3.13,8.01,1.34,4.89,908.45
A,14.66,1.95,3.13,18.57,126.15,3.46,4.92,1.08,3.56,6.98,1.29,3.9,956.62
A,14.51,2.44,3.18,18.27,128.04,3.69,4.58,0.79,3.1,7.13,1.83,4.5,906.04
A,14.73,1.88,2.46,17.74,134,3.77,3.47,1.22,3.39,7.15,1.28,3.81,848.19
A,14.43,2.59,2.48,18.26,126.87,3.37,4.16,0.73,4.1,7.99,2.07,4.97,797.28
A,14.67,2.37,2.66,16.51,135.38,3.13,4.41,0.5,3.22,7.63,1.9,5.07,855.62
A,14.39,2.54,2.86,16.83,134.91,3.67,4.99,0.46,3.55,7.76,1.48,5.31,844.03
A,13.52,3.87,2.78,18.96,102.86,3.05,3.42,0.44,2.52,7.17,1.87,3.78,803.24
A,13.05,4.31,2.84,20.4,109.91,2.45,3.42,0.55,2.24,5.08,1.94,5.23,964.25
A,12.97,3.96,3.26,19.69,107.31,2.79,4.28,0.96,3.39,5.09,1.41,4.25,881.52
A,13.75,4.58,2.79,18.64,109.84,3.01,3.83,0.85,3.37,7.39,1.51,5.21,869.14
A,13.37,4.23,3.59,19.04,109,2.99,3.06,1.06,2.28,6.3,1.89,4.9,773.08
A,13.24,4.15,3.46,18.63,110.57,3.34,2.8,0.79,2.68,4.97,1.8,4.36,957.83
A,13.37,4.58,3.57,21.35,105.65,2.61,4.25,0.57,2.71,5.01,1.26,4.02,797.47
A,13.44,4.51,2.74,19.89,111.32,2.91,4.06,0.83,3.41,7.13,2,4.92,945.73
A,13.4,4.36,3.2,19.48,102.97,2.7,2.66,1.25,2.29,5.45,1.32,3.8,858.32
A,13.22,4.01,3.2,20.5,102.35,3.31,3.94,0.71,3.3,6.74,1.51,4.14,892.91
A,13.13,4.4,3.58,19.39,107.38,2.87,3.49,0.66,3.27,5.11,1.67,4.61,897.7
A,13.13,4.68,2.76,19.41,106.64,3.02,3.05,0.47,3.68,6.91,1.27,4.53,771.69
A,13.33,4.65,2.8,21.2,110.24,2.83,4.25,0.61,3.17,6.54,1.61,4.06,844.19
A,13.31,4.52,3.04,19.61,109.02,3.4,4.04,0.59,2.16,5.52,1.23,3.91,805.52
A,13.39,4.29,3.26,20.87,102.77,2.77,3.87,1.1,2.11,7.42,1.34,5.03,868.48
A,13.18,4.6,2.93,18.92,107.61,2.98,4.15,0.67,3.93,5.84,1.47,4.45,839.06
A,13.65,4.79,3.38,20.55,111.44,2.54,4.27,0.8,2.48,6.59,1.79,4.97,792.11
A,13.18,4.74,2.7,21.16,109.21,2.92,2.87,0.6,2.36,5.08,1.73,3.91,876.8
A,13.28,3.98,3.05,18.84,108.67,3.08,3.62,0.67,2.67,6.11,1.48,5.11,937.28
A,13.77,3.99,3.24,18.93,104.35,3.05,4.41,0.59,2.19,4.62,1.14,3.58,859.22
A,14.05,1.87,2.44,18.66,106.66,2.91,4.26,0.67,2.89,6.59,1.86,4.09,1080.19
A,14.34,2.28,2.86,18.22,103.31,3.41,4.16,0.8,2.23,5.95,1.84,5.94,1098.33
A,13.8,2.72,2.84,17.11,101.48,3.43,4.32,0.3,3.65,6.38,2.1,5.93,1208.21
A,14.15,2.76,3.24,17.93,110.34,2.67,4.16,0.65,3.63,5.28,1.75,5.43,1117.78
A,14.39,2.83,2.87,17.01,104.02,2.95,3.18,0.84,3.44,4.5,1.8,5.23,1104.65
A,14.22,2.61,2.55,18.03,101.37,3.49,4.37,0.94,3.08,5.58,1.66,5.67,1100.1
A,14.52,2.8,2.41,18.55,101.74,2.69,4.66,1.17,2.34,6.37,1.63,5.84,1207.6
A,13.77,2.38,2.84,16.62,107.41,3.2,2.91,0.46,2.82,5.42,1.63,4.43,1051.53
A,13.97,2.71,2.38,19.41,110.18,3.16,3.35,0.93,2.27,3.88,1.37,5.27,1174.56
A,13.81,2.7,2.91,17.16,110.62,3.42,3.58,0.68,2.53,3.88,1.73,5.29,1233.41
A,13.79,2.4,2.6,18.32,103.89,2.8,4.1,0.9,2.66,4.4,2.07,5.56,1119.42
A,14.54,2.17,3.14,19.37,109.55,2.71,4.59,1.24,1.84,6.78,1.95,5.69,1113.88
A,14.24,1.92,3.17,18.27,103.45,3,3.82,0.48,2.87,6.7,2.1,4.92,1153.35
A,14.36,2.15,2.75,19.56,107.35,2.83,4.09,1.08,2.81,6.4,1.33,5.22,1049.86
A,14.09,2.2,2.94,17.8,109.91,3.5,4.03,1.06,3.65,5.55,1.39,4.22,1063.82
A,14.39,2.56,2.56,18.48,104.68,3.37,3.64,0.8,3.28,4.54,1.42,5.98,1199.94
A,14.5,2.78,2.95,19.07,108.3,3.54,3.88,0.8,2.15,4.3,1.18,5.94,1145.89
A,14.56,2.01,2.51,19.58,109.83,2.65,3.9,0.43,2.62,5.67,1.45,5.15,1196.11
A,14.46,2.77,2.77,18.47,109,3.26,3.2,0.32,3.17,4.41,2.01,5.26,1125.76
A,14.44,2.35,2.51,17.86,104.13,3.09,4.05,0.45,2.37,5.59,1.5,5.28,1215.11
A,13.32,2.24,2.63,18.27,97.35,3.43,3.23,0.69,3.08,5.91,1.27,4.77,1131.98
A,13.41,2.12,3.02,19.72,101.25,3.02,3.82,1.15,3.15,6.26,1.52,5.48,1197.15
A,13.5,2.23,3.29,19.58,103.13,2.65,3.52,1.22,2.92,4.74,1.91,4.08,1211.82
A,13.24,2.2,3.47,18.09,103.72,3.22,3.67,0.59,2.82,6.92,1.34,4.52,1085.4
A,12.92,1.81,3.04,18.27,101.68,3.45,3.03,0.61,2.91,5.11,1.13,5.15,1072.54
A,13.47,1.85,2.56,18.07,98.69,3.39,4.21,0.88,1.85,5.68,1.83,5.33,1090.66
A,13.71,2.23,3.06,18.12,102.79,3.07,2.83,0.64,3.02,6.29,1.86,4.26,1112.63
A,13.33,1.87,3.17,20.11,102.53,2.65,3.35,0.32,3.16,4.03,1.43,4.17,1084.41
A,13.04,2.47,3.29,18.54,99.2,3.16,2.44,0.44,2.83,6.13,1.15,5.48,1095.69
A,13.52,2.31,3.19,20.36,97.46,2.51,3.74,1.19,3.43,4.82,1.4,4.63,1160.7
A,13.47,1.76,3.34,20.68,104.11,3.04,3.16,0.78,1.67,6.48,1.24,4.43,1141.85
A,13.4,2.56,3.32,20.02,98.14,3.25,4.35,1.06,1.9,5.22,2.06,5.2,1145.93
A,13.01,2.31,3.38,19.93,100.64,2.85,2.61,0.83,2.5,4.45,1.76,3.89,1115.62
A,13.56,2.06,3.01,18.05,98.12,3.2,4.23,0.33,2.62,4.85,1.74,4.7,1118.72
A,13.72,1.88,3.36,19.45,99.13,3.21,3.61,0.37,2.37,6.4,1.15,4.67,1121.85
A,13.32,2.41,2.9,20.04,104.96,3.13,4.08,0.55,2.04,6.51,2.07,5.07,1022.08
A,13.21,2.14,3.26,18.1,99.14,2.52,3.57,0.87,1.77,4.05,1.17,4.11,1103.44
A,13,2.57,3.02,20.34,103.44,2.98,4.01,0.77,2.66,5.78,1.13,4.96,1211.57
A,13.29,1.87,2.78,18.31,97.89,2.89,4.27,1.25,2.67,5.11,1.85,4.31,1021.43
A,12.96,2.57,2.78,20.56,103.38,3.4,2.55,0.43,2.91,6.1,1.59,4.63,1019.63
A,14.11,2.42,3.45,22.93,101.29,2.62,3.78,0.89,2.64,5.95,1.62,4.55,942.79
A,14.01,2.13,2.68,20.83,105.64,3.2,3.59,0.39,3.47,5.84,1.74,5.33,897.67
A,14.49,1.88,2.63,22.75,101.45,2.73,3.3,1,3.24,4.95,1.32,4.16,923.01
A,14.46,2.05,3.31,21.98,100.92,2.87,3.59,0.69,2.23,3.58,1.57,5.47,967.53
A,13.93,2.81,3.45,20.01,105.09,3.44,2.69,0.32,2.76,4.75,1.49,4.38,995.87
A,13.61,1.9,3.43,20.47,97.78,3.52,4.03,0.52,2.12,5.49,1.33,4.56,914.79
A,14.07,2.67,3,20.88,105.05,3.16,3.52,0.78,2.94,5.52,1.67,5.15,881.67
A,14.47,1.95,2.76,20.53,104.12,2.79,2.9,0.61,2.34,6.04,2.08,4.05,922.96
A,14.28,2.63,2.82,22.75,100.72,2.86,2.64,0.3,2.21,4.65,1.25,4.88,993.84
A,14.14,2.43,2.64,22.51,104.69,3.36,4.3,0.36,2.16,5.58,1.72,4.42,985.37
A,13.8,2.49,3.48,22.92,105.7,2.77,3.73,0.39,3.16,4.25,2.06,4.17,871.03
A,14.17,2.27,3.51,22.03,98.55,2.95,4.46,1.21,1.75,5.84,1.33,4.6,945.97
A,13.95,2.58,3.22,23,97.16,2.82,3.17,0.65,3.13,5.77,1.53,4.55,1034.34
A,14.15,2.55,3.17,21.62,105.71,2.77,3.46,0.81,1.79,6.24,1.82,4.03,881
A,13.69,1.92,3.27,21.28,103.52,2.83,4.11,0.3,1.68,4.13,1.18,4.72,890.03
A,14.11,2.31,2.69,21.07,101.6,2.92,4.43,0.83,3.58,4.36,1.55,4.76,876.6
A,14.15,2.28,3.55,20.72,97.02,2.62,3.57,1.22,1.9,5.82,1.47,4.17,862.07
A,13.77,1.87,3.56,20.54,99.99,2.59,4.5,0.4,2.32,6.03,1.33,4.92,1019.59
A,13.78,2.52,3.4,21.05,97.16,3.24,2.96,0.54,3.56,6.07,1.52,5.74,908.94
A,13.9,2.23,2.84,22.63,102.37,3.3,4.47,1.21,1.79,4.06,1.39,4.91,978.9
A,13.59,2.33,4.03,25.55,125.92,2.76,2.79,0.83,3.38,5.08,2.08,4.11,920.19
A,13.73,2.31,3.54,26.89,126.89,3.34,4.35,0.78,3.04,3.67,1.97,4.78,951.07
A,13.56,2.7,3.57,26.29,130.31,2.84,4.57,1.23,3.82,5.29,1.29,4.44,897.6
A,13.06,2.17,4.22,25.23,132.48,2.89,2.91,0.68,2.48,5.04,1.25,3.2,1019.9
A,13.16,2.07,3.96,27.47,132.34,3.63,4.13,0.94,2.86,5.46,1.35,3.75,987.18
A,13.42,2.3,4.12,27.95,130.12,3.23,4.02,0.9,2.02,4.17,1.52,4.48,833.75
A,13.1,2.38,3.3,25.84,128.18,2.8,2.98,0.94,3.74,5.85,1.36,3.88,876.57
